k,frobenius_error,storage_ratio,retained_energy
1,5739.3395971507625,0.014635416666666666,0.8137524872839158
5,3604.426973691783,0.07317708333333334,0.9265073110732311
10,2716.6397803476707,0.14635416666666667,0.9583578802175033
20,1956.46579867157,0.29270833333333335,0.9784284877966174
50,895.9455855094199,0.7317708333333334,0.9954935754630027
100,167.28056699255922,1.4635416666666667,0.999843825781655
