k,frobenius_error,storage_ratio,retained_energy
1,4243.631577609201,0.014635416666666666,0.9172246403539894
5,2058.2683968314864,0.07317708333333334,0.9805737011111032
10,1435.9927225499762,0.14635416666666667,0.9905064417320206
20,921.5776383436923,0.29270833333333335,0.9960999309990793
50,327.9455373961097,0.7317708333333334,0.999507016751456
100,36.312536882494186,1.4635416666666667,0.9999939649165123
