k,frobenius_error,storage_ratio,retained_energy
1,6265.406819724948,0.014635416666666666,0.8051674430701533
5,3639.231581170718,0.07317708333333334,0.9341565272584905
10,2722.100765703785,0.14635416666666667,0.9630944655797874
20,1841.909259821443,0.29270833333333335,0.9830826637975605
50,767.8643648221037,0.7317708333333334,0.9970447955869486
100,116.78756733820232,1.4635416666666667,0.9999309601268069
