k,frobenius_error,relative_frobenius_error,storage_ratio,retained_energy
5,4084.144440050164,0.13967391786393837,0.06502057613168724,0.9804911966685379
10,2886.0053241629726,0.09869868133191605,0.13004115226337448,0.990258570303341
20,1896.8509042379221,0.06487052583169918,0.26008230452674896,0.9957918148783189
40,1003.3410969005852,0.03431332657673705,0.5201646090534979,0.9988225956192383
80,302.71907864513486,0.010352709201932224,1.0403292181069959,0.9998928214121803
120,41.33964911035327,0.0014137773134910467,1.5604938271604938,0.9999980012337077
