k,frobenius_error,relative_frobenius_error,storage_ratio,retained_energy
5,3972.9047827818263,0.2436984075600416,0.06502057613168724,0.9406110861526997
10,2572.8965021183117,0.15782174873670168,0.13004115226337448,0.9750922956256893
20,1484.4673062750883,0.09105738455701869,0.26008230452674896,0.9917085527176352
40,636.8801439969794,0.03906629667323621,0.5201646090534979,0.9984738244642385
80,110.7894765676659,0.006795838433118924,1.0403292181069959,0.9999538165799908
120,15.481161637660023,0.0009496161233533732,1.5604938271604938,0.9999990982292182
