k,frobenius_error,storage_ratio,retained_energy
1,3519.452632398798,0.014635416666666666,0.8189100075768508
5,1998.508613300499,0.07317708333333334,0.9411231956076501
10,1273.8340231640761,0.14635416666666667,0.9761967477379466
20,711.5169842575198,0.29270833333333335,0.9925822922248256
50,175.40067679828596,0.7317708333333334,0.9995511118556967
100,12.302243226591978,1.4635416666666667,0.9999977591761423
