k,frobenius_error,relative_frobenius_error,storage_ratio,retained_energy
5,7260.372910530462,0.26130735816007533,0.06502057613168724,0.9317184645714021
10,5481.419454581415,0.19728122154255304,0.13004115226337448,0.961080119626678
20,3782.3886781220417,0.1361315741208171,0.26008230452674896,0.9814681945273884
40,2199.349200934263,0.07915655799635993,0.5201646090534979,0.9937342393261689
80,745.5704381452372,0.026833751367152228,1.0403292181069959,0.9992799497875657
120,140.70894345727277,0.005064241566846595,1.5604938271604938,0.9999743534573526
